,,,,,,,,,venue Chennai,,,,,
Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
M Kaif,2008-2011,8,5,1,56,21,14,60,93.33,0,0,0,6,1
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,
AC Voges,2010-2010,3,2,1,56,28*,56,54,103.7,0,0,0,5,0
(Rajasthan Royals),,,,,,,,,,,,,,
Abhishek Sharma,2023-2023,1,1,0,55,55,55,34,161.76,0,1,0,5,2
(Sunrisers Hyderabad),,,,,,,,,,,,,,
SC Ganguly,2008-2012,2,2,0,53,51,26.5,43,123.25,0,1,0,4,2
"(Kolkata Knight Riders, Pune Warriors)",,,,,,,,,,,,,,
SN Khan,2018-2019,2,2,1,53,46*,53,37,143.24,0,0,0,7,1
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,
A Badoni,2023-2025,3,3,0,52,50,17.33,43,120.93,0,1,0,5,1
(Lucknow Super Giants),,,,,,,,,,,,,,
PP Chawla,2008-2024,7,5,2,52,24*,17.33,44,118.18,0,0,0,4,1
"(Kings XI Punjab, Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,
S Dube,2023-2023,1,1,0,52,52,52,33,157.57,0,1,0,2,4
(Chennai Super Kings),,,,,,,,,,,,,,
KR Mayers,2023-2023,1,1,0,51,51,51,42,121.42,0,1,0,4,3
(Lucknow Super Giants),,,,,,,,,,,,,,
EJG Morgan,2011-2013,2,1,0,51,51,51,38,134.21,0,1,0,3,3
(Kolkata Knight Riders),,,,,,,,,,,,,,
N Rana,2018-2025,5,4,2,51,35*,25.5,37,137.83,0,0,0,4,2
"(Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,
CA Lynn,2018-2019,2,2,0,50,50,25,34,147.05,0,1,1,6,3
(Kolkata Knight Riders),,,,,,,,,,,,,,
DJM Short,2018-2018,2,2,0,50,44,25,46,108.69,0,0,0,6,1
(Rajasthan Royals),,,,,,,,,,,,,,
N Wadhera,2024-2024,1,1,0,49,49,49,24,204.16,0,0,0,3,4
(Mumbai Indians),,,,,,,,,,,,,,
Abdul Samad,2023-2025,2,2,2,47,30*,-,17,276.47,0,0,0,0,6
"(Lucknow Super Giants, Sunrisers Hyderabad)",,,,,,,,,,,,,,
RD Gaikwad,2023-2023,1,1,0,47,47,47,29,162.06,0,0,0,5,1
(Chennai Super Kings),,,,,,,,,,,,,,
AD Hales,2018-2018,1,1,0,45,45,45,39,115.38,0,0,0,4,0
(Sunrisers Hyderabad),,,,,,,,,,,,,,
IK Pathan,2008-2012,4,3,2,45,24*,45,48,93.75,0,0,0,3,1
"(Delhi Daredevils, Kings XI Punjab)",,,,,,,,,,,,,,
LS Livingstone,2019-2025,2,1,0,44,44,44,26,169.23,0,0,0,4,3
"(Rajasthan Royals, Royal Challengers Bengaluru)",,,,,,,,,,,,,,
Mandeep Singh,2012-2019,4,4,1,44,34,14.66,39,112.82,0,0,0,5,0
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,
NK Patel,2008-2008,3,2,2,44,40*,-,31,141.93,0,0,0,3,1
(Rajasthan Royals),,,,,,,,,,,,,,
T Stubbs,2024-2024,1,1,1,44,44*,-,23,191.3,0,0,0,2,3
(Delhi Capitals),,,,,,,,,,,,,,
MM Ali,2018-2023,3,3,1,42,23,21,23,182.6,0,0,0,4,3
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,
SP Goswami,2012-2012,5,3,1,42,23,21,41,102.43,0,0,0,3,0
(Rajasthan Royals),,,,,,,,,,,,,,
Rashid Khan,2018-2025,5,3,2,42,24*,42,22,190.9,0,0,0,5,1
"(Gujarat Titans, Sunrisers Hyderabad)",,,,,,,,,,,,,,
PP Shaw,2019-2019,1,1,0,42,42,42,39,107.69,0,0,0,4,1
(Delhi Capitals),,,,,,,,,,,,,,
AD Mathews,2012-2013,2,2,0,41,23,20.5,34,120.58,0,0,0,3,0
(Pune Warriors),,,,,,,,,,,,,,
ST Jayasuriya,2008-2010,2,2,0,39,38,19.5,39,100,0,0,0,4,0
(Mumbai Indians),,,,,,,,,,,,,,
MF Maharoof,2008-2008,1,1,0,39,39,39,16,243.75,0,0,0,2,4
(Delhi Daredevils),,,,,,,,,,,,,,
MA Agarwal,2012-2019,2,2,0,37,22,18.5,41,90.24,0,0,0,3,2
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,
R Ashwin,2011-2024,15,6,2,35,29,8.75,30,116.66,0,0,2,0,3
"(Chennai Super Kings, Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,
AA Jhunjhunwala,2010-2012,4,2,0,35,22,17.5,44,79.54,0,0,0,1,1
"(Deccan Chargers, Rajasthan Royals)",,,,,,,,,,,,,,
AM Nayar,2008-2012,2,2,0,35,25,17.5,28,125,0,0,0,3,1
"(Kings XI Punjab, Mumbai Indians)",,,,,,,,,,,,,,
DJ Bravo,2011-2018,4,3,2,34,23*,34,27,125.92,0,0,0,4,0
(Chennai Super Kings),,,,,,,,,,,,,,
Anmolpreet Singh,2023-2023,1,1,0,33,33,33,25,132,0,0,0,4,1
(Sunrisers Hyderabad),,,,,,,,,,,,,,
Kamran Akmal,2008-2008,2,2,0,33,18,16.5,26,126.92,0,0,0,6,1
(Rajasthan Royals),,,,,,,,,,,,,,
RG Sharma,2008-2024,7,6,0,31,13,5.16,50,62,0,0,1,3,0
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,
R Tewatia,2018-2025,4,2,0,31,22,15.5,15,206.66,0,0,0,3,1
"(Delhi Daredevils, Gujarat Titans)",,,,,,,,,,,,,,
AP Dole,2010-2010,2,1,0,30,30,30,18,166.66,0,0,0,2,1
(Rajasthan Royals),,,,,,,,,,,,,,
B Lee,2008-2013,4,3,0,30,25,10,19,157.89,0,0,1,3,2
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,
Anuj Rawat,2023-2023,1,1,1,29,29*,-,11,263.63,0,0,0,3,2
(Royal Challengers Bangalore),,,,,,,,,,,,,,
DT Christian,2012-2012,1,1,1,29,29*,-,19,152.63,0,0,0,2,1
(Deccan Chargers),,,,,,,,,,,,,,
KM Jadhav,2011-2019,3,3,1,29,23*,14.5,36,80.55,0,0,0,2,0
"(Chennai Super Kings, Delhi Daredevils, Kochi Tuskers Kerala)",,,,,,,,,,,,,,
DJ Hooda,2019-2024,3,3,0,28,26,9.33,18,155.55,0,0,1,2,2
"(Lucknow Super Giants, Sunrisers Hyderabad)",,,,,,,,,,,,,,
SW Billings,2018-2018,1,1,0,27,27,27,22,122.72,0,0,0,3,0
(Chennai Super Kings),,,,,,,,,,,,,,
V Shankar,2018-2024,4,3,0,27,16,9,23,117.39,0,0,0,3,0
"(Delhi Daredevils, Gujarat Titans, Sunrisers Hyderabad)",,,,,,,,,,,,,,
R Vinay Kumar,2010-2013,4,2,1,27,22*,27,10,270,0,0,0,1,3
"(Kochi Tuskers Kerala, Royal Challengers Bangalore)",,,,,,,,,,,,,,
K Goel,2008-2008,1,1,0,26,26,26,21,123.8,0,0,0,3,2
(Kings XI Punjab),,,,,,,,,,,,,,
P Kumar,2008-2013,3,3,0,25,15,8.33,14,178.57,0,0,1,2,2
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,
A Mishra,2008-2023,5,2,0,25,21,12.5,33,75.75,0,0,0,2,0
"(Deccan Chargers, Delhi Capitals, Delhi Daredevils, Lucknow Super Giants, Sunrisers Hyderabad)",,,,,,,,,,,,,,
GD Phillips,2023-2023,1,1,0,25,25,25,7,357.14,0,0,0,1,3
(Sunrisers Hyderabad),,,,,,,,,,,,,,
JC Archer,2018-2025,14,7,3,24,13*,6,29,82.75,0,0,2,2,0
(Rajasthan Royals),,,,,,,,,,,,,,
KK Cooper,2012-2013,9,4,2,24,11*,12,16,150,0,0,1,3,1
(Rajasthan Royals),,,,,,,,,,,,,,
M Manhas,2011-2011,1,1,0,24,24,24,19,126.31,0,0,0,1,1
(Pune Warriors),,,,,,,,,,,,,,
AR Patel,2018-2024,3,2,1,24,15*,24,18,133.33,0,0,0,2,0
"(Delhi Capitals, Kings XI Punjab)",,,,,,,,,,,,,,
YV Takawale,2008-2008,1,1,1,24,24*,-,8,300,0,0,0,4,1
(Mumbai Indians),,,,,,,,,,,,,,
Azhar Mahmood,2013-2013,1,1,0,23,23,23,20,115,0,0,0,3,0
(Kings XI Punjab),,,,,,,,,,,,,,
DB Das,2008-2012,2,2,0,23,12,11.5,27,85.18,0,0,0,1,1
(Kolkata Knight Riders),,,,,,,,,,,,,,
CJ Ferguson,2012-2012,1,1,0,23,23,23,26,88.46,0,0,0,2,0
(Pune Warriors),,,,,,,,,,,,,,
Mohammad Nabi,2024-2024,1,1,0,23,23,23,17,135.29,0,0,0,2,1
(Mumbai Indians),,,,,,,,,,,,,,
SS Tiwary,2010-2013,4,2,1,23,15,23,17,135.29,0,0,0,3,0
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,
MS Bisla,2010-2013,3,3,0,22,20,7.33,21,104.76,0,0,0,4,0
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,
MC Henriques,2013-2013,1,1,0,22,22,22,19,115.78,0,0,0,2,1
(Royal Challengers Bangalore),,,,,,,,,,,,,,
MK Lomror,2018-2023,3,3,1,21,11,10.5,23,91.3,0,0,0,1,0
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,
AB Agarkar,2008-2013,2,1,0,20,20,20,13,153.84,0,0,0,1,2
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,
R Bhatia,2011-2013,3,2,0,20,12,10,15,133.33,0,0,0,3,0
(Kolkata Knight Riders),,,,,,,,,,,,,,
S Gopal,2018-2019,11,3,2,20,19*,20,9,222.22,0,0,1,2,1
(Rajasthan Royals),,,,,,,,,,,,,,
Bipul Sharma,2010-2012,2,2,1,19,18,19,14,135.71,0,0,0,2,0
(Kings XI Punjab),,,,,,,,,,,,,,
HH Gibbs,2008-2008,1,1,0,19,19,19,20,95,0,0,0,2,0
(Deccan Chargers),,,,,,,,,,,,,,
A Mukund,2013-2013,1,1,0,19,19,19,21,90.47,0,0,0,1,0
(Royal Challengers Bangalore),,,,,,,,,,,,,,
JD Ryder,2011-2012,2,2,0,19,18,9.5,14,135.71,0,0,0,3,0
(Pune Warriors),,,,,,,,,,,,,,
R Sathish,2010-2013,3,3,1,19,11,9.5,20,95,0,0,0,2,0
"(Kings XI Punjab, Mumbai Indians)",,,,,,,,,,,,,,
M Shahrukh Khan,2024-2025,2,2,1,19,14,19,10,190,0,0,0,2,1
(Gujarat Titans),,,,,,,,,,,,,,
S Anirudha,2012-2012,1,1,1,18,18*,-,6,300,0,0,0,1,2
(Chennai Super Kings),,,,,,,,,,,,,,
DW Steyn,2010-2013,3,1,1,18,18*,-,8,225,0,0,0,2,1
"(Deccan Chargers, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,
SK Warne,2008-2011,17,3,0,18,11,6,22,81.81,0,0,1,1,0
(Rajasthan Royals),,,,,,,,,,,,,,
DS Lehmann,2008-2008,1,1,0,17,17,17,16,106.25,0,0,0,3,0
(Rajasthan Royals),,,,,,,,,,,,,,
CH Morris,2013-2019,3,1,1,17,17*,-,7,242.85,0,0,0,2,1
"(Chennai Super Kings, Delhi Capitals, Delhi Daredevils)",,,,,,,,,,,,,,
A Symonds,2011-2011,1,1,0,17,17,17,26,65.38,0,0,0,1,0
(Mumbai Indians),,,,,,,,,,,,,,
JP Faulkner,2012-2013,8,4,3,16,11*,16,14,114.28,0,0,0,0,0
"(Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,
JR Hopes,2008-2008,1,1,0,16,16,16,16,100,0,0,0,2,0
(Kings XI Punjab),,,,,,,,,,,,,,
KH Pandya,2018-2025,5,4,3,16,7,16,15,106.66,0,0,0,2,0
"(Lucknow Super Giants, Mumbai Indians, Royal Challengers Bengaluru)",,,,,,,,,,,,,,
S Badrinath,2008-2013,3,1,0,15,15,15,14,107.14,0,0,0,3,0
(Chennai Super Kings),,,,,,,,,,,,,,
TA Boult,2018-2024,8,1,0,15,15,15,11,136.36,0,0,0,1,1
"(Delhi Daredevils, Rajasthan Royals)",,,,,,,,,,,,,,
DJ Jacobs,2011-2011,1,1,0,15,15,15,15,100,0,0,0,0,1
(Mumbai Indians),,,,,,,,,,,,,,
Shakib Al Hasan,2011-2019,3,2,0,15,9,7.5,16,93.75,0,0,0,1,0
"(Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,
A Ashish Reddy,2013-2013,1,1,0,14,14,14,11,127.27,0,0,0,1,0
(Sunrisers Hyderabad),,,,,,,,,,,,,,
Mohammed Siraj,2018-2025,5,1,0,14,14,14,12,116.66,0,0,0,2,0
"(Gujarat Titans, Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,
AG Paunikar,2010-2011,3,3,0,14,9,4.66,24,58.33,0,0,1,3,0
(Rajasthan Royals),,,,,,,,,,,,,,
TG Southee,2018-2018,1,1,0,14,14,14,17,82.35,0,0,0,2,0
(Royal Challengers Bangalore),,,,,,,,,,,,,,
BCJ Cutting,2019-2019,1,1,1,13,13*,-,9,144.44,0,0,0,1,1
(Mumbai Indians),,,,,,,,,,,,,,
Harpreet Singh,2011-2011,1,1,0,13,13,13,19,68.42,0,0,0,0,0
(Pune Warriors),,,,,,,,,,,,,,
GB Hogg,2012-2012,4,2,1,13,13,13,11,118.18,0,0,0,1,0
(Rajasthan Royals),,,,,,,,,,,,,,
SB Styris,2008-2008,1,1,0,13,13,13,11,118.18,0,0,0,0,1
(Deccan Chargers),,,,,,,,,,,,,,
PC Valthaty,2012-2012,1,1,0,13,13,13,15,86.66,0,0,0,2,0
(Kings XI Punjab),,,,,,,,,,,,,,
Washington Sundar,2025-2025,1,1,0,13,13,13,8,162.5,0,0,0,0,1
(Gujarat Titans),,,,,,,,,,,,,,
LR Shukla,2008-2013,3,3,0,12,8,4,19,63.15,0,0,0,0,1
(Kolkata Knight Riders),,,,,,,,,,,,,,
Harbhajan Singh,2010-2018,5,2,1,11,10*,11,8,137.5,0,0,0,0,1
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,
MG Johnson,2013-2013,1,1,0,11,11,11,9,122.22,0,0,0,2,0
(Mumbai Indians),,,,,,,,,,,,,,
NL McCullum,2011-2011,1,1,1,11,11*,-,6,183.33,0,0,0,0,1
(Pune Warriors),,,,,,,,,,,,,,
M Ntini,2008-2008,1,1,0,11,11,11,12,91.66,0,0,0,2,0
(Chennai Super Kings),,,,,,,,,,,,,,
SE Rutherford,2019-2019,1,1,0,11,11,11,5,220,0,0,0,1,1
(Delhi Capitals),,,,,,,,,,,,,,
FY Fazal,2010-2010,2,1,0,10,10,10,15,66.66,0,0,0,1,0
(Rajasthan Royals),,,,,,,,,,,,,,
Gurkeerat Singh,2013-2013,1,1,0,10,10,10,15,66.66,0,0,0,1,0
(Kings XI Punjab),,,,,,,,,,,,,,
JE Root,2023-2023,2,1,0,10,10,10,15,66.66,0,0,0,1,0
(Rajasthan Royals),,,,,,,,,,,,,,
MJ Santner,2019-2019,1,1,1,10,10*,-,3,333.33,0,0,0,0,1
(Chennai Super Kings),,,,,,,,,,,,,,
CL White,2008-2008,1,1,0,10,10,10,16,62.5,0,0,0,1,0
(Royal Challengers Bangalore),,,,,,,,,,,,,,
Abishek Porel,2024-2024,1,1,0,9,9,9,10,90,0,0,0,0,0
(Delhi Capitals),,,,,,,,,,,,,,
AD Nath,2018-2019,2,1,0,9,9,9,13,69.23,0,0,0,1,0
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,
MG Bracewell,2023-2023,1,1,1,9,9*,-,9,100,0,0,0,0,0
(Royal Challengers Bangalore),,,,,,,,,,,,,,
SD Chauhan,2024-2024,1,1,0,9,9,9,6,150,0,0,0,0,1
(Royal Challengers Bengaluru),,,,,,,,,,,,,,
AP Majumdar,2012-2012,1,1,0,9,9,9,8,112.5,0,0,0,2,0
(Pune Warriors),,,,,,,,,,,,,,
AD Mascarenhas,2008-2008,1,1,0,9,9,9,8,112.5,0,0,0,0,1
(Rajasthan Royals),,,,,,,,,,,,,,
Y Nagar,2012-2012,1,1,1,9,9*,-,9,100,0,0,0,1,0
(Delhi Daredevils),,,,,,,,,,,,,,
A Nehra,2008-2012,2,1,1,9,9*,-,8,112.5,0,0,0,1,0
"(Mumbai Indians, Pune Warriors)",,,,,,,,,,,,,,
DT Patil,2008-2008,1,1,0,9,9,9,12,75,0,0,0,0,0
(Royal Challengers Bangalore),,,,,,,,,,,,,,
A Zampa,2023-2023,3,2,0,9,7,4.5,15,60,0,0,0,0,0
(Rajasthan Royals),,,,,,,,,,,,,,
RS Bopara,2010-2010,1,1,0,8,8,8,11,72.72,0,0,0,0,0
(Kings XI Punjab),,,,,,,,,,,,,,
P Chopra,2018-2019,2,1,0,8,8,8,6,133.33,0,0,0,2,0
(Rajasthan Royals),,,,,,,,,,,,,,
DP Conway,2023-2023,1,1,0,8,8,8,16,50,0,0,0,1,0
(Chennai Super Kings),,,,,,,,,,,,,,
M Kartik,2011-2013,3,2,2,8,8*,-,9,88.88,0,0,0,0,0
"(Pune Warriors, Royal Challengers Bangalore)",,,,,,,,,,,,,,
DS Kulkarni,2010-2019,12,2,1,8,5*,8,6,133.33,0,0,0,1,0
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,
A Kumble,2008-2010,2,1,0,8,8,8,8,100,0,0,0,1,0
(Royal Challengers Bangalore),,,,,,,,,,,,,,
VVS Laxman,2011-2011,1,1,0,8,8,8,10,80,0,0,0,1,0
(Kochi Tuskers Kerala),,,,,,,,,,,,,,
SL Malinga,2010-2019,5,2,0,8,7,4,15,53.33,0,0,0,1,0
(Mumbai Indians),,,,,,,,,,,,,,
AA Chavan,2012-2013,4,1,1,7,7*,-,6,116.66,0,0,0,1,0
(Rajasthan Royals),,,,,,,,,,,,,,
SE Marsh,2012-2012,1,1,0,7,7,7,6,116.66,0,0,0,1,0
(Kings XI Punjab),,,,,,,,,,,,,,
DA Miller,2023-2025,2,1,1,7,7*,-,8,87.5,0,0,0,0,0
"(Gujarat Titans, Lucknow Super Giants)",,,,,,,,,,,,,,
Salman Butt,2008-2008,1,1,0,7,7,7,7,100,0,0,0,1,0
(Kolkata Knight Riders),,,,,,,,,,,,,,
DB Ravi Teja,2008-2008,1,1,0,6,6,6,8,75,0,0,0,1,0
(Deccan Chargers),,,,,,,,,,,,,,
M Rawat,2008-2013,6,3,3,6,5*,-,5,120,0,0,0,1,0
"(Pune Warriors, Rajasthan Royals)",,,,,,,,,,,,,,
KV Sharma,2013-2023,3,1,0,6,6,6,8,75,0,0,0,1,0
"(Chennai Super Kings, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,
C Green,2024-2024,1,1,1,5,5*,-,6,83.33,0,0,0,0,0
(Royal Challengers Bengaluru),,,,,,,,,,,,,,
Mohammed Shami,2013-2023,4,1,0,5,5,5,10,50,0,0,0,0,0
"(Delhi Daredevils, Gujarat Titans, Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,
M Muralidaran,2008-2011,2,2,1,5,5*,5,11,45.45,0,0,1,0,0
"(Chennai Super Kings, Kochi Tuskers Kerala)",,,,,,,,,,,,,,
NLTC Perera,2011-2013,2,2,0,5,4,2.5,8,62.5,0,0,0,1,0
"(Kochi Tuskers Kerala, Sunrisers Hyderabad)",,,,,,,,,,,,,,
S Vidyut,2008-2008,1,1,0,5,5,5,10,50,0,0,0,1,0
(Chennai Super Kings),,,,,,,,,,,,,,
SS Iyer,2018-2019,2,2,1,4,4,4,5,80,0,0,0,0,0
"(Delhi Capitals, Delhi Daredevils)",,,,,,,,,,,,,,
B Kumar,2012-2025,5,2,0,4,3,2,9,44.44,0,0,0,0,0
"(Pune Warriors, Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,
RT Ponting,2013-2013,1,1,0,4,4,4,9,44.44,0,0,0,0,0
(Mumbai Indians),,,,,,,,,,,,,,
S Sohal,2008-2008,1,1,0,4,4,4,4,100,0,0,0,0,0
(Kings XI Punjab),,,,,,,,,,,,,,
GH Vihari,2013-2013,1,1,0,4,4,4,9,44.44,0,0,0,0,0
(Sunrisers Hyderabad),,,,,,,,,,,,,,
MS Wade,2024-2024,1,1,0,4,4,4,6,66.66,0,0,0,0,0
(Gujarat Titans),,,,,,,,,,,,,,
SB Bangar,2008-2008,1,1,0,3,3,3,6,50,0,0,0,0,0
(Deccan Chargers),,,,,,,,,,,,,,
TH David,2024-2025,2,1,0,3,3,3,5,60,0,0,0,0,0
"(Mumbai Indians, Royal Challengers Bengaluru)",,,,,,,,,,,,,,
SB Dubey,2024-2025,2,1,1,3,3*,-,3,100,0,0,0,0,0
(Rajasthan Royals),,,,,,,,,,,,,,
CA Ingram,2019-2019,1,1,1,3,3*,-,5,60,0,0,0,0,0
(Delhi Capitals),,,,,,,,,,,,,,
M Jansen,2023-2023,1,1,1,3,3*,-,2,150,0,0,0,0,0
(Sunrisers Hyderabad),,,,,,,,,,,,,,
KK Nair,2018-2018,1,1,0,3,3,3,5,60,0,0,0,0,0
(Kings XI Punjab),,,,,,,,,,,,,,
R Rampaul,2013-2013,1,1,0,3,3,3,4,75,0,0,0,0,0
(Royal Challengers Bangalore),,,,,,,,,,,,,,
RP Singh,2008-2013,4,2,0,3,2,1.5,4,75,0,0,0,0,0
"(Deccan Chargers, Kochi Tuskers Kerala, Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,
Sohail Tanvir,2008-2008,5,1,1,3,3*,-,3,100,0,0,0,0,0
(Rajasthan Royals),,,,,,,,,,,,,,
AJ Turner,2019-2019,3,3,1,3,3*,1.5,9,33.33,0,0,2,0,0
(Rajasthan Royals),,,,,,,,,,,,,,
M Vohra,2013-2013,1,1,0,3,3,3,6,50,0,0,0,0,0
(Kings XI Punjab),,,,,,,,,,,,,,
JJ Bumrah,2018-2024,3,1,1,2,2*,-,1,200,0,0,0,0,0
(Mumbai Indians),,,,,,,,,,,,,,
UBT Chand,2011-2011,1,1,0,2,2,2,10,20,0,0,0,0,0
(Delhi Daredevils),,,,,,,,,,,,,,
C de Grandhomme,2018-2018,1,1,0,2,2,2,3,66.66,0,0,0,0,0
(Royal Challengers Bangalore),,,,,,,,,,,,,,
CM Gautam,2013-2013,1,1,0,2,2,2,3,66.66,0,0,0,0,0
(Delhi Daredevils),,,,,,,,,,,,,,
RJ Harris,2013-2013,1,1,1,2,2*,-,3,66.66,0,0,0,0,0
(Kings XI Punjab),,,,,,,,,,,,,,
BB McCullum,2012-2012,1,1,0,2,2,2,4,50,0,0,0,0,0
(Kolkata Knight Riders),,,,,,,,,,,,,,
AG Murtaza,2011-2011,1,1,1,2,2*,-,5,40,0,0,0,0,0
(Mumbai Indians),,,,,,,,,,,,,,
PP Ojha,2008-2013,2,2,2,2,1*,-,3,66.66,0,0,0,0,0
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,
PA Reddy,2013-2013,1,1,0,2,2,2,5,40,0,0,0,0,0
(Sunrisers Hyderabad),,,,,,,,,,,,,,
Sandeep Sharma,2018-2025,12,2,2,2,2*,-,6,33.33,0,0,0,0,0
"(Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,
Umar Gul,2008-2008,1,1,0,2,2,2,2,100,0,0,0,0,0
(Kolkata Knight Riders),,,,,,,,,,,,,,
RE van der Merwe,2011-2011,1,1,1,2,2*,-,3,66.66,0,0,0,0,0
(Delhi Daredevils),,,,,,,,,,,,,,
AB Dinda,2008-2011,2,1,0,1,1,1,3,33.33,0,0,0,0,0
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,
MS Gony,2008-2008,1,1,1,1,1*,-,4,25,0,0,0,0,0
(Chennai Super Kings),,,,,,,,,,,,,,
Harmeet Singh,2012-2012,1,1,1,1,1*,-,1,100,0,0,0,0,0
(Kings XI Punjab),,,,,,,,,,,,,,
Iqbal Abdulla,2011-2012,2,1,1,1,1*,-,2,50,0,0,0,0,0
(Kolkata Knight Riders),,,,,,,,,,,,,,
Z Khan,2008-2012,4,1,0,1,1,1,5,20,0,0,0,0,0
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,
A Manohar,2023-2024,2,1,0,1,1,1,2,50,0,0,0,0,0
(Gujarat Titans),,,,,,,,,,,,,,
WA Mota,2008-2008,1,1,1,1,1*,-,1,100,0,0,0,0,0
(Kings XI Punjab),,,,,,,,,,,,,,
RR Raje,2008-2008,1,1,1,1,1*,-,2,50,0,0,0,0,0
(Mumbai Indians),,,,,,,,,,,,,,
Shahid Afridi,2008-2008,1,1,0,1,1,1,3,33.33,0,0,0,0,0
(Deccan Chargers),,,,,,,,,,,,,,
I Sharma,2008-2025,4,2,2,1,1*,-,1,100,0,0,0,0,0
"(Delhi Capitals, Gujarat Titans, Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,
A Singh,2011-2012,10,1,0,1,1,1,2,50,0,0,0,0,0
(Rajasthan Royals),,,,,,,,,,,,,,
S Sreesanth,2008-2013,5,1,1,1,1*,-,2,50,0,0,0,0,0
"(Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,
AJ Tye,2018-2018,1,1,1,1,1*,-,1,100,0,0,0,0,0
(Kings XI Punjab),,,,,,,,,,,,,,
JD Unadkat,2013-2019,13,4,2,1,1,0.5,3,33.33,0,0,1,0,0
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,
Yudhvir Singh,2023-2025,2,1,0,1,1,1,1,100,0,0,0,0,0
"(Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,
Abdur Razzak,2008-2008,1,1,1,0,0*,-,2,0,0,0,0,0,0
(Royal Challengers Bangalore),,,,,,,,,,,,,,
J Arunkumar,2008-2008,1,1,0,0,0,0,3,0,0,0,1,0,0
(Royal Challengers Bangalore),,,,,,,,,,,,,,
KM Asif,2023-2023,1,1,0,0,0,0,2,0,0,0,1,0,0
(Rajasthan Royals),,,,,,,,,,,,,,
P Awana,2013-2013,1,1,0,0,0,0,1,0,0,0,1,0,0
(Kings XI Punjab),,,,,,,,,,,,,,
Basil Thampi,2018-2018,1,1,1,0,0*,-,0,-,0,0,0,0,0
(Sunrisers Hyderabad),,,,,,,,,,,,,,
RK Bhui,2024-2024,1,1,0,0,0,0,2,0,0,0,1,0,0
(Delhi Capitals),,,,,,,,,,,,,,
YS Chahal,2018-2024,12,1,1,0,0*,-,4,0,0,0,0,0,0
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,
G Coetzee,2024-2024,1,1,0,0,0,0,1,0,0,0,1,0,0
(Mumbai Indians),,,,,,,,,,,,,,
R Dhawan,2013-2013,1,1,0,0,0,0,1,0,0,0,1,0,0
(Mumbai Indians),,,,,,,,,,,,,,
SP Fleming,2008-2008,1,1,0,0,0,0,2,0,0,0,1,0,0
(Chennai Super Kings),,,,,,,,,,,,,,
RV Gomez,2011-2011,1,1,0,0,0,0,1,0,0,0,1,0,0
(Kochi Tuskers Kerala),,,,,,,,,,,,,,
Joginder Sharma,2008-2008,1,1,0,0,0,0,1,0,0,0,1,0,0
(Chennai Super Kings),,,,,,,,,,,,,,
S Kaul,2013-2019,3,1,1,0,0*,-,0,-,0,0,0,0,0
